,Teplota vzduchu,Rychlost otáček,Kroutící moment,Opotřebení nástroje,Porucha,T,R,K,O
1248,297.2,1489,40.2,214,0,"(297.157, 297.843]","(1471.571, 1533.286]","(40.2, 43.157]","(183.125, 239.75]"
2192,299.6,1472,48.8,72,0,"(299.214, 299.9]","(1471.571, 1533.286]","(46.114, 49.071]","(69.875, 126.5]"
2712,299.7,1302,55.5,87,0,"(299.214, 299.9]","(1286.429, 1348.143]","(54.986, 57.943]","(69.875, 126.5]"
2190,299.6,1471,44.3,67,0,"(299.214, 299.9]","(1409.857, 1471.571]","(43.157, 46.114]","(13.25, 69.875]"
4670,303.2,1610,35.5,63,0,"(302.643, 303.329]","(1595.0, 1656.714]","(34.286, 37.243]","(13.25, 69.875]"
5142,304.4,1568,39.1,0,0,"(304.014, 304.7]","(1533.286, 1595.0]","(37.243, 40.2]","(-43.375, 13.25]"
5984,300.7,1346,52.0,193,0,"(300.586, 301.271]","(1286.429, 1348.143]","(49.071, 52.029]","(183.125, 239.75]"
6565,301.4,1550,36.8,159,0,"(301.271, 301.957]","(1533.286, 1595.0]","(34.286, 37.243]","(126.5, 183.125]"
7804,299.9,1480,44.9,108,0,"(299.214, 299.9]","(1471.571, 1533.286]","(43.157, 46.114]","(69.875, 126.5]"
6943,300.7,1522,35.2,48,0,"(300.586, 301.271]","(1471.571, 1533.286]","(34.286, 37.243]","(13.25, 69.875]"
2136,299.2,1588,41.5,150,0,"(298.529, 299.214]","(1533.286, 1595.0]","(40.2, 43.157]","(126.5, 183.125]"
1065,296.8,1718,25.2,148,0,"(296.471, 297.157]","(1656.714, 1718.429]","(22.457, 25.414]","(126.5, 183.125]"
600,297.8,1547,37.3,25,0,"(297.157, 297.843]","(1533.286, 1595.0]","(37.243, 40.2]","(13.25, 69.875]"
4227,302.2,1383,46.9,45,0,"(301.957, 302.643]","(1348.143, 1409.857]","(46.114, 49.071]","(13.25, 69.875]"
7577,300.4,1530,32.0,169,0,"(299.9, 300.586]","(1471.571, 1533.286]","(31.329, 34.286]","(126.5, 183.125]"
77,298.8,1455,41.3,208,1,"(298.529, 299.214]","(1409.857, 1471.571]","(40.2, 43.157]","(183.125, 239.75]"
7546,300.2,1454,42.8,88,0,"(299.9, 300.586]","(1409.857, 1471.571]","(40.2, 43.157]","(69.875, 126.5]"
2898,300.6,1550,40.2,96,0,"(300.586, 301.271]","(1533.286, 1595.0]","(40.2, 43.157]","(69.875, 126.5]"
4820,303.6,1627,32.5,7,0,"(303.329, 304.014]","(1595.0, 1656.714]","(31.329, 34.286]","(-43.375, 13.25]"
9302,298.1,1804,25.1,118,0,"(297.843, 298.529]","(1780.143, 1841.857]","(22.457, 25.414]","(69.875, 126.5]"
6413,300.4,1614,33.5,191,0,"(299.9, 300.586]","(1595.0, 1656.714]","(31.329, 34.286]","(183.125, 239.75]"
9064,297.2,1833,25.2,117,0,"(297.157, 297.843]","(1780.143, 1841.857]","(22.457, 25.414]","(69.875, 126.5]"
8007,301.0,1664,28.4,168,0,"(300.586, 301.271]","(1656.714, 1718.429]","(28.371, 31.329]","(126.5, 183.125]"
5468,302.8,1764,29.9,162,0,"(302.643, 303.329]","(1718.429, 1780.143]","(28.371, 31.329]","(126.5, 183.125]"
5951,300.7,1650,29.4,102,0,"(300.586, 301.271]","(1595.0, 1656.714]","(28.371, 31.329]","(69.875, 126.5]"
3391,301.5,1466,47.3,77,0,"(301.271, 301.957]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
5415,302.6,1410,50.3,33,0,"(301.957, 302.643]","(1409.857, 1471.571]","(49.071, 52.029]","(13.25, 69.875]"
2560,299.4,1326,62.0,142,0,"(299.214, 299.9]","(1286.429, 1348.143]","(60.9, 63.857]","(126.5, 183.125]"
8162,299.6,1574,35.0,133,0,"(299.214, 299.9]","(1533.286, 1595.0]","(34.286, 37.243]","(126.5, 183.125]"
2635,299.9,1462,51.0,119,0,"(299.214, 299.9]","(1409.857, 1471.571]","(49.071, 52.029]","(69.875, 126.5]"
5256,303.5,1393,51.6,80,0,"(303.329, 304.014]","(1348.143, 1409.857]","(49.071, 52.029]","(69.875, 126.5]"
3530,301.9,1441,43.7,0,0,"(301.271, 301.957]","(1409.857, 1471.571]","(43.157, 46.114]","(-43.375, 13.25]"
8567,298.0,1511,45.8,114,0,"(297.843, 298.529]","(1471.571, 1533.286]","(43.157, 46.114]","(69.875, 126.5]"
1908,297.9,1977,20.2,182,0,"(297.843, 298.529]","(1965.286, 2027.0]","(19.5, 22.457]","(126.5, 183.125]"
235,298.1,1680,33.7,185,0,"(297.843, 298.529]","(1656.714, 1718.429]","(31.329, 34.286]","(183.125, 239.75]"
1604,297.8,1452,39.8,21,0,"(297.157, 297.843]","(1409.857, 1471.571]","(37.243, 40.2]","(13.25, 69.875]"
7984,301.0,1550,34.9,111,0,"(300.586, 301.271]","(1533.286, 1595.0]","(34.286, 37.243]","(69.875, 126.5]"
3490,301.9,1763,28.4,103,0,"(301.271, 301.957]","(1718.429, 1780.143]","(28.371, 31.329]","(69.875, 126.5]"
1994,298.2,1403,45.1,193,0,"(297.843, 298.529]","(1348.143, 1409.857]","(43.157, 46.114]","(183.125, 239.75]"
2824,300.3,1448,42.4,145,0,"(299.9, 300.586]","(1409.857, 1471.571]","(40.2, 43.157]","(126.5, 183.125]"
9285,298.2,1410,47.6,76,0,"(297.843, 298.529]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
1342,298.6,1596,33.0,15,0,"(298.529, 299.214]","(1595.0, 1656.714]","(31.329, 34.286]","(13.25, 69.875]"
8512,298.3,1546,36.2,177,0,"(297.843, 298.529]","(1533.286, 1595.0]","(34.286, 37.243]","(126.5, 183.125]"
1619,297.9,1590,34.6,57,0,"(297.843, 298.529]","(1533.286, 1595.0]","(34.286, 37.243]","(13.25, 69.875]"
5287,303.8,1506,46.9,154,0,"(303.329, 304.014]","(1471.571, 1533.286]","(46.114, 49.071]","(126.5, 183.125]"
2060,299.6,1803,27.7,159,0,"(299.214, 299.9]","(1780.143, 1841.857]","(25.414, 28.371]","(126.5, 183.125]"
9955,298.2,1462,38.8,124,0,"(297.843, 298.529]","(1409.857, 1471.571]","(37.243, 40.2]","(69.875, 126.5]"
2219,299.6,1435,48.4,143,0,"(299.214, 299.9]","(1409.857, 1471.571]","(46.114, 49.071]","(126.5, 183.125]"
6038,300.7,1496,38.3,99,0,"(300.586, 301.271]","(1471.571, 1533.286]","(37.243, 40.2]","(69.875, 126.5]"
260,298.2,1522,49.1,22,0,"(297.843, 298.529]","(1471.571, 1533.286]","(49.071, 52.029]","(13.25, 69.875]"
9365,298.0,1254,55.8,65,0,"(297.843, 298.529]","(1224.714, 1286.429]","(54.986, 57.943]","(13.25, 69.875]"
9093,297.3,1709,30.6,196,0,"(297.157, 297.843]","(1656.714, 1718.429]","(28.371, 31.329]","(183.125, 239.75]"
3744,302.5,1409,53.1,126,0,"(301.957, 302.643]","(1348.143, 1409.857]","(52.029, 54.986]","(69.875, 126.5]"
2026,298.7,1360,52.9,69,0,"(298.529, 299.214]","(1348.143, 1409.857]","(52.029, 54.986]","(13.25, 69.875]"
6988,300.7,1478,46.8,165,0,"(300.586, 301.271]","(1471.571, 1533.286]","(46.114, 49.071]","(126.5, 183.125]"
4234,302.2,1522,35.9,61,0,"(301.957, 302.643]","(1471.571, 1533.286]","(34.286, 37.243]","(13.25, 69.875]"
1917,298.1,1463,47.3,206,0,"(297.843, 298.529]","(1409.857, 1471.571]","(46.114, 49.071]","(183.125, 239.75]"
1828,297.8,1351,56.3,174,0,"(297.157, 297.843]","(1348.143, 1409.857]","(54.986, 57.943]","(126.5, 183.125]"
6233,301.2,1467,37.1,153,0,"(300.586, 301.271]","(1409.857, 1471.571]","(34.286, 37.243]","(126.5, 183.125]"
9332,298.5,1921,22.0,196,0,"(297.843, 298.529]","(1903.571, 1965.286]","(19.5, 22.457]","(183.125, 239.75]"
6283,301.3,1719,29.5,62,0,"(301.271, 301.957]","(1718.429, 1780.143]","(28.371, 31.329]","(13.25, 69.875]"
4208,302.3,1627,32.3,0,0,"(301.957, 302.643]","(1595.0, 1656.714]","(31.329, 34.286]","(-43.375, 13.25]"
224,298.3,1584,29.3,162,0,"(297.843, 298.529]","(1533.286, 1595.0]","(28.371, 31.329]","(126.5, 183.125]"
8915,297.1,1403,54.1,179,0,"(296.471, 297.157]","(1348.143, 1409.857]","(52.029, 54.986]","(126.5, 183.125]"
6469,300.4,1521,35.0,119,0,"(299.9, 300.586]","(1471.571, 1533.286]","(34.286, 37.243]","(69.875, 126.5]"
9413,298.1,1439,44.9,205,0,"(297.843, 298.529]","(1409.857, 1471.571]","(43.157, 46.114]","(183.125, 239.75]"
846,296.4,1416,50.0,210,0,"(295.786, 296.471]","(1409.857, 1471.571]","(49.071, 52.029]","(183.125, 239.75]"
4289,301.8,1781,23.9,198,0,"(301.271, 301.957]","(1780.143, 1841.857]","(22.457, 25.414]","(183.125, 239.75]"
5560,302.4,1541,37.9,192,0,"(301.957, 302.643]","(1533.286, 1595.0]","(37.243, 40.2]","(183.125, 239.75]"
2551,299.3,1541,37.2,118,0,"(299.214, 299.9]","(1533.286, 1595.0]","(34.286, 37.243]","(69.875, 126.5]"
117,298.8,1599,33.0,101,0,"(298.529, 299.214]","(1595.0, 1656.714]","(31.329, 34.286]","(69.875, 126.5]"
8837,297.5,1540,38.5,176,0,"(297.157, 297.843]","(1533.286, 1595.0]","(37.243, 40.2]","(126.5, 183.125]"
5966,300.4,1396,49.3,142,0,"(299.9, 300.586]","(1348.143, 1409.857]","(49.071, 52.029]","(126.5, 183.125]"
8195,299.4,1376,53.9,215,1,"(299.214, 299.9]","(1348.143, 1409.857]","(52.029, 54.986]","(183.125, 239.75]"
8659,297.5,1375,55.6,128,0,"(297.157, 297.843]","(1348.143, 1409.857]","(54.986, 57.943]","(126.5, 183.125]"
7489,300.2,1751,28.0,162,0,"(299.9, 300.586]","(1718.429, 1780.143]","(25.414, 28.371]","(126.5, 183.125]"
5,298.1,1425,41.9,11,0,"(297.843, 298.529]","(1409.857, 1471.571]","(40.2, 43.157]","(-43.375, 13.25]"
5342,303.5,1375,45.7,89,0,"(303.329, 304.014]","(1348.143, 1409.857]","(43.157, 46.114]","(69.875, 126.5]"
9111,297.6,1351,51.0,37,0,"(297.157, 297.843]","(1348.143, 1409.857]","(49.071, 52.029]","(13.25, 69.875]"
4324,301.7,1486,43.0,66,0,"(301.271, 301.957]","(1471.571, 1533.286]","(40.2, 43.157]","(13.25, 69.875]"
1063,296.8,1664,32.8,142,0,"(296.471, 297.157]","(1656.714, 1718.429]","(31.329, 34.286]","(126.5, 183.125]"
2590,299.0,1396,48.6,0,0,"(298.529, 299.214]","(1348.143, 1409.857]","(46.114, 49.071]","(-43.375, 13.25]"
8434,298.7,1654,29.1,195,0,"(298.529, 299.214]","(1595.0, 1656.714]","(28.371, 31.329]","(183.125, 239.75]"
3735,302.2,1434,58.6,102,0,"(301.957, 302.643]","(1409.857, 1471.571]","(57.943, 60.9]","(69.875, 126.5]"
3517,302.0,1550,35.2,184,0,"(301.957, 302.643]","(1533.286, 1595.0]","(34.286, 37.243]","(183.125, 239.75]"
6986,300.7,1688,30.7,161,0,"(300.586, 301.271]","(1656.714, 1718.429]","(28.371, 31.329]","(126.5, 183.125]"
6767,301.3,1509,41.7,16,0,"(301.271, 301.957]","(1471.571, 1533.286]","(40.2, 43.157]","(13.25, 69.875]"
5622,302.9,1571,40.6,139,0,"(302.643, 303.329]","(1533.286, 1595.0]","(40.2, 43.157]","(126.5, 183.125]"
1605,297.8,1396,42.5,23,0,"(297.157, 297.843]","(1348.143, 1409.857]","(40.2, 43.157]","(13.25, 69.875]"
1733,298.4,1515,42.8,125,0,"(297.843, 298.529]","(1471.571, 1533.286]","(40.2, 43.157]","(69.875, 126.5]"
9341,298.3,1363,46.1,5,0,"(297.843, 298.529]","(1348.143, 1409.857]","(43.157, 46.114]","(-43.375, 13.25]"
3812,302.0,1392,50.0,84,0,"(301.957, 302.643]","(1348.143, 1409.857]","(49.071, 52.029]","(69.875, 126.5]"
9624,299.0,1555,38.6,118,0,"(298.529, 299.214]","(1533.286, 1595.0]","(37.243, 40.2]","(69.875, 126.5]"
1761,298.1,1950,20.3,202,0,"(297.843, 298.529]","(1903.571, 1965.286]","(19.5, 22.457]","(183.125, 239.75]"
5401,302.6,1454,54.8,253,1,"(301.957, 302.643]","(1409.857, 1471.571]","(52.029, 54.986]","(239.75, 296.375]"
2739,299.8,1572,35.4,158,0,"(299.214, 299.9]","(1533.286, 1595.0]","(34.286, 37.243]","(126.5, 183.125]"
2472,298.9,1429,55.1,140,0,"(298.529, 299.214]","(1409.857, 1471.571]","(54.986, 57.943]","(126.5, 183.125]"
6738,301.8,1463,50.1,149,0,"(301.271, 301.957]","(1409.857, 1471.571]","(49.071, 52.029]","(126.5, 183.125]"
6891,300.9,1505,41.1,129,0,"(300.586, 301.271]","(1471.571, 1533.286]","(40.2, 43.157]","(126.5, 183.125]"
7943,300.8,1753,29.0,8,0,"(300.586, 301.271]","(1718.429, 1780.143]","(28.371, 31.329]","(-43.375, 13.25]"
4206,302.3,1721,28.4,215,0,"(301.957, 302.643]","(1718.429, 1780.143]","(28.371, 31.329]","(183.125, 239.75]"
6371,300.1,1546,36.7,77,0,"(299.9, 300.586]","(1533.286, 1595.0]","(34.286, 37.243]","(69.875, 126.5]"
232,298.2,1424,47.6,179,0,"(297.843, 298.529]","(1409.857, 1471.571]","(46.114, 49.071]","(126.5, 183.125]"
8258,299.1,1602,39.7,144,0,"(298.529, 299.214]","(1595.0, 1656.714]","(37.243, 40.2]","(126.5, 183.125]"
7561,300.3,1388,49.4,128,0,"(299.9, 300.586]","(1348.143, 1409.857]","(49.071, 52.029]","(126.5, 183.125]"
6168,300.7,1778,27.1,215,0,"(300.586, 301.271]","(1718.429, 1780.143]","(25.414, 28.371]","(183.125, 239.75]"
3596,301.7,1354,50.0,169,0,"(301.271, 301.957]","(1348.143, 1409.857]","(49.071, 52.029]","(126.5, 183.125]"
6288,301.0,1317,50.9,75,0,"(300.586, 301.271]","(1286.429, 1348.143]","(49.071, 52.029]","(69.875, 126.5]"
4632,302.9,1330,53.7,200,1,"(302.643, 303.329]","(1286.429, 1348.143]","(52.029, 54.986]","(183.125, 239.75]"
125,298.9,1560,32.2,118,0,"(298.529, 299.214]","(1533.286, 1595.0]","(31.329, 34.286]","(69.875, 126.5]"
7641,300.4,1352,57.3,116,0,"(299.9, 300.586]","(1348.143, 1409.857]","(54.986, 57.943]","(69.875, 126.5]"
6229,301.3,2165,17.4,143,0,"(301.271, 301.957]","(2150.429, 2212.143]","(16.543, 19.5]","(126.5, 183.125]"
1296,298.7,1621,34.1,130,0,"(298.529, 299.214]","(1595.0, 1656.714]","(31.329, 34.286]","(126.5, 183.125]"
1976,298.1,1419,47.4,142,0,"(297.843, 298.529]","(1409.857, 1471.571]","(46.114, 49.071]","(126.5, 183.125]"
9480,298.9,1434,43.8,180,0,"(298.529, 299.214]","(1409.857, 1471.571]","(43.157, 46.114]","(126.5, 183.125]"
9581,299.4,1418,53.1,10,0,"(299.214, 299.9]","(1409.857, 1471.571]","(52.029, 54.986]","(-43.375, 13.25]"
5750,302.2,1981,21.8,36,0,"(301.957, 302.643]","(1965.286, 2027.0]","(19.5, 22.457]","(13.25, 69.875]"
8152,299.5,1438,45.7,106,0,"(299.214, 299.9]","(1409.857, 1471.571]","(43.157, 46.114]","(69.875, 126.5]"
3086,300.0,1610,32.1,150,0,"(299.9, 300.586]","(1595.0, 1656.714]","(31.329, 34.286]","(126.5, 183.125]"
9276,298.1,1691,30.3,49,0,"(297.843, 298.529]","(1656.714, 1718.429]","(28.371, 31.329]","(13.25, 69.875]"
6882,300.9,2073,21.4,105,0,"(300.586, 301.271]","(2027.0, 2088.714]","(19.5, 22.457]","(69.875, 126.5]"
9305,298.3,1646,30.2,125,0,"(297.843, 298.529]","(1595.0, 1656.714]","(28.371, 31.329]","(69.875, 126.5]"
7673,300.5,1476,39.1,199,0,"(299.9, 300.586]","(1471.571, 1533.286]","(37.243, 40.2]","(183.125, 239.75]"
3345,301.3,1594,34.1,172,0,"(301.271, 301.957]","(1533.286, 1595.0]","(31.329, 34.286]","(126.5, 183.125]"
8172,299.9,1596,28.9,160,0,"(299.214, 299.9]","(1595.0, 1656.714]","(28.371, 31.329]","(126.5, 183.125]"
9421,298.1,1382,54.5,17,0,"(297.843, 298.529]","(1348.143, 1409.857]","(52.029, 54.986]","(13.25, 69.875]"
5870,301.5,2055,16.8,105,0,"(301.271, 301.957]","(2027.0, 2088.714]","(16.543, 19.5]","(69.875, 126.5]"
6506,301.0,1454,44.1,217,0,"(300.586, 301.271]","(1409.857, 1471.571]","(43.157, 46.114]","(183.125, 239.75]"
2797,300.3,1398,53.7,82,0,"(299.9, 300.586]","(1348.143, 1409.857]","(52.029, 54.986]","(69.875, 126.5]"
918,295.3,1473,38.5,189,0,"(295.1, 295.786]","(1471.571, 1533.286]","(37.243, 40.2]","(183.125, 239.75]"
1646,297.9,1527,42.8,125,0,"(297.843, 298.529]","(1471.571, 1533.286]","(40.2, 43.157]","(69.875, 126.5]"
5122,304.2,1684,29.8,156,0,"(304.014, 304.7]","(1656.714, 1718.429]","(28.371, 31.329]","(126.5, 183.125]"
5126,304.3,1802,25.4,170,0,"(304.014, 304.7]","(1780.143, 1841.857]","(22.457, 25.414]","(126.5, 183.125]"
4621,303.0,1341,51.0,174,1,"(302.643, 303.329]","(1286.429, 1348.143]","(49.071, 52.029]","(126.5, 183.125]"
6809,300.9,1490,38.1,125,0,"(300.586, 301.271]","(1471.571, 1533.286]","(37.243, 40.2]","(69.875, 126.5]"
364,297.6,1407,55.2,86,0,"(297.157, 297.843]","(1348.143, 1409.857]","(54.986, 57.943]","(69.875, 126.5]"
2125,299.3,1258,69.4,119,1,"(299.214, 299.9]","(1224.714, 1286.429]","(66.814, 69.771]","(69.875, 126.5]"
8150,299.5,1424,41.3,101,0,"(299.214, 299.9]","(1409.857, 1471.571]","(40.2, 43.157]","(69.875, 126.5]"
8717,297.1,1474,42.3,64,0,"(296.471, 297.157]","(1471.571, 1533.286]","(40.2, 43.157]","(13.25, 69.875]"
55,298.8,1512,40.7,156,0,"(298.529, 299.214]","(1471.571, 1533.286]","(40.2, 43.157]","(126.5, 183.125]"
638,298.0,1536,37.3,120,0,"(297.843, 298.529]","(1533.286, 1595.0]","(37.243, 40.2]","(69.875, 126.5]"
302,297.8,1512,35.1,138,0,"(297.157, 297.843]","(1471.571, 1533.286]","(34.286, 37.243]","(126.5, 183.125]"
5811,301.3,1454,40.3,191,0,"(301.271, 301.957]","(1409.857, 1471.571]","(40.2, 43.157]","(183.125, 239.75]"
1276,298.2,1693,34.4,73,0,"(297.843, 298.529]","(1656.714, 1718.429]","(34.286, 37.243]","(69.875, 126.5]"
4432,302.4,1445,46.4,125,0,"(301.957, 302.643]","(1409.857, 1471.571]","(46.114, 49.071]","(69.875, 126.5]"
3644,302.2,1548,32.4,81,0,"(301.957, 302.643]","(1533.286, 1595.0]","(31.329, 34.286]","(69.875, 126.5]"
4143,301.7,1500,39.6,56,0,"(301.271, 301.957]","(1471.571, 1533.286]","(37.243, 40.2]","(13.25, 69.875]"
2878,300.5,1502,34.3,40,0,"(299.9, 300.586]","(1471.571, 1533.286]","(34.286, 37.243]","(13.25, 69.875]"
6493,300.7,1363,53.1,183,0,"(300.586, 301.271]","(1348.143, 1409.857]","(52.029, 54.986]","(126.5, 183.125]"
5240,303.7,1694,28.0,44,0,"(303.329, 304.014]","(1656.714, 1718.429]","(25.414, 28.371]","(13.25, 69.875]"
9408,297.9,1637,34.5,191,0,"(297.843, 298.529]","(1595.0, 1656.714]","(34.286, 37.243]","(183.125, 239.75]"
6937,300.6,1452,40.2,28,0,"(300.586, 301.271]","(1409.857, 1471.571]","(40.2, 43.157]","(13.25, 69.875]"
7240,299.9,1362,56.3,179,0,"(299.214, 299.9]","(1348.143, 1409.857]","(54.986, 57.943]","(126.5, 183.125]"
2593,298.9,1415,54.0,6,0,"(298.529, 299.214]","(1409.857, 1471.571]","(52.029, 54.986]","(-43.375, 13.25]"
2393,299.2,1544,41.6,146,0,"(298.529, 299.214]","(1533.286, 1595.0]","(40.2, 43.157]","(126.5, 183.125]"
523,297.4,1401,45.9,49,0,"(297.157, 297.843]","(1348.143, 1409.857]","(43.157, 46.114]","(13.25, 69.875]"
6376,300.0,1694,28.7,94,0,"(299.9, 300.586]","(1656.714, 1718.429]","(28.371, 31.329]","(69.875, 126.5]"
6981,300.8,1612,32.5,143,0,"(300.586, 301.271]","(1595.0, 1656.714]","(31.329, 34.286]","(126.5, 183.125]"
6677,301.5,1435,38.5,224,0,"(301.271, 301.957]","(1409.857, 1471.571]","(37.243, 40.2]","(183.125, 239.75]"
3900,302.1,1450,51.6,86,0,"(301.957, 302.643]","(1409.857, 1471.571]","(49.071, 52.029]","(69.875, 126.5]"
9634,299.1,1425,52.7,154,0,"(298.529, 299.214]","(1409.857, 1471.571]","(52.029, 54.986]","(126.5, 183.125]"
5585,302.5,1642,29.1,46,0,"(301.957, 302.643]","(1595.0, 1656.714]","(28.371, 31.329]","(13.25, 69.875]"
9360,298.0,1532,42.6,54,0,"(297.843, 298.529]","(1471.571, 1533.286]","(40.2, 43.157]","(13.25, 69.875]"
7956,300.9,1513,38.0,38,0,"(300.586, 301.271]","(1471.571, 1533.286]","(37.243, 40.2]","(13.25, 69.875]"
7570,300.2,1777,27.5,151,0,"(299.9, 300.586]","(1718.429, 1780.143]","(25.414, 28.371]","(126.5, 183.125]"
6777,301.2,1951,21.3,44,0,"(300.586, 301.271]","(1903.571, 1965.286]","(19.5, 22.457]","(13.25, 69.875]"
671,297.5,1554,34.8,204,0,"(297.157, 297.843]","(1533.286, 1595.0]","(34.286, 37.243]","(183.125, 239.75]"
4188,302.3,1611,31.8,169,0,"(301.957, 302.643]","(1595.0, 1656.714]","(31.329, 34.286]","(126.5, 183.125]"
666,297.5,1470,43.5,191,0,"(297.157, 297.843]","(1409.857, 1471.571]","(43.157, 46.114]","(183.125, 239.75]"
3266,301.3,1269,56.8,195,1,"(301.271, 301.957]","(1224.714, 1286.429]","(54.986, 57.943]","(183.125, 239.75]"
1887,297.9,1642,32.4,126,0,"(297.843, 298.529]","(1595.0, 1656.714]","(31.329, 34.286]","(69.875, 126.5]"
8472,298.5,1634,37.8,78,0,"(297.843, 298.529]","(1595.0, 1656.714]","(37.243, 40.2]","(69.875, 126.5]"
9091,297.2,1765,31.1,191,0,"(297.157, 297.843]","(1718.429, 1780.143]","(28.371, 31.329]","(183.125, 239.75]"
7687,300.7,2097,18.9,232,1,"(300.586, 301.271]","(2088.714, 2150.429]","(16.543, 19.5]","(183.125, 239.75]"
6031,300.6,1455,40.6,82,0,"(300.586, 301.271]","(1409.857, 1471.571]","(40.2, 43.157]","(69.875, 126.5]"
6090,300.9,1708,29.1,14,0,"(300.586, 301.271]","(1656.714, 1718.429]","(28.371, 31.329]","(13.25, 69.875]"
6238,301.3,1390,57.4,164,0,"(301.271, 301.957]","(1348.143, 1409.857]","(54.986, 57.943]","(126.5, 183.125]"
7350,299.7,1469,39.5,26,0,"(299.214, 299.9]","(1409.857, 1471.571]","(37.243, 40.2]","(13.25, 69.875]"
7830,299.9,1495,35.8,175,0,"(299.214, 299.9]","(1471.571, 1533.286]","(34.286, 37.243]","(126.5, 183.125]"
760,296.7,1505,39.4,236,0,"(296.471, 297.157]","(1471.571, 1533.286]","(37.243, 40.2]","(183.125, 239.75]"
6254,301.0,1408,47.0,202,0,"(300.586, 301.271]","(1348.143, 1409.857]","(46.114, 49.071]","(183.125, 239.75]"
1906,297.9,1430,52.4,178,0,"(297.843, 298.529]","(1409.857, 1471.571]","(52.029, 54.986]","(126.5, 183.125]"
3818,302.1,1491,42.8,98,0,"(301.957, 302.643]","(1471.571, 1533.286]","(40.2, 43.157]","(69.875, 126.5]"
6269,300.9,1444,43.2,27,0,"(300.586, 301.271]","(1409.857, 1471.571]","(43.157, 46.114]","(13.25, 69.875]"
4300,301.7,1644,34.6,5,0,"(301.271, 301.957]","(1595.0, 1656.714]","(34.286, 37.243]","(-43.375, 13.25]"
5569,302.4,1508,36.9,5,0,"(301.957, 302.643]","(1471.571, 1533.286]","(34.286, 37.243]","(-43.375, 13.25]"
7941,300.7,1499,38.9,3,0,"(300.586, 301.271]","(1471.571, 1533.286]","(37.243, 40.2]","(-43.375, 13.25]"
4164,302.2,1346,47.5,109,1,"(301.957, 302.643]","(1286.429, 1348.143]","(46.114, 49.071]","(69.875, 126.5]"
5971,300.5,1509,33.0,153,0,"(299.9, 300.586]","(1471.571, 1533.286]","(31.329, 34.286]","(126.5, 183.125]"
3579,301.8,2672,11.8,124,1,"(301.271, 301.957]","(2644.143, 2705.857]","(10.629, 13.586]","(69.875, 126.5]"
2832,300.4,1467,40.3,166,0,"(299.9, 300.586]","(1409.857, 1471.571]","(40.2, 43.157]","(126.5, 183.125]"
5449,303.1,2329,15.1,113,0,"(302.643, 303.329]","(2273.857, 2335.571]","(13.586, 16.543]","(69.875, 126.5]"
3472,301.8,1523,43.3,60,0,"(301.271, 301.957]","(1471.571, 1533.286]","(43.157, 46.114]","(13.25, 69.875]"
6327,300.6,1425,49.5,174,0,"(300.586, 301.271]","(1409.857, 1471.571]","(49.071, 52.029]","(126.5, 183.125]"
137,298.7,1297,55.3,148,0,"(298.529, 299.214]","(1286.429, 1348.143]","(54.986, 57.943]","(126.5, 183.125]"
7043,300.7,2006,19.1,102,0,"(300.586, 301.271]","(1965.286, 2027.0]","(16.543, 19.5]","(69.875, 126.5]"
4892,303.7,1922,23.1,193,0,"(303.329, 304.014]","(1903.571, 1965.286]","(22.457, 25.414]","(183.125, 239.75]"
2180,299.6,1597,36.3,35,0,"(299.214, 299.9]","(1595.0, 1656.714]","(34.286, 37.243]","(13.25, 69.875]"
7730,300.6,1472,44.2,126,0,"(300.586, 301.271]","(1471.571, 1533.286]","(43.157, 46.114]","(69.875, 126.5]"
3177,300.2,1564,33.4,183,0,"(299.9, 300.586]","(1533.286, 1595.0]","(31.329, 34.286]","(126.5, 183.125]"
4854,303.7,1568,33.8,96,0,"(303.329, 304.014]","(1533.286, 1595.0]","(31.329, 34.286]","(69.875, 126.5]"
4637,303.1,1847,24.7,212,0,"(302.643, 303.329]","(1841.857, 1903.571]","(22.457, 25.414]","(183.125, 239.75]"
5115,304.2,2113,18.4,139,0,"(304.014, 304.7]","(2088.714, 2150.429]","(16.543, 19.5]","(126.5, 183.125]"
7648,300.4,1552,28.8,135,0,"(299.9, 300.586]","(1533.286, 1595.0]","(28.371, 31.329]","(126.5, 183.125]"
4261,302.7,1730,28.1,135,0,"(302.643, 303.329]","(1718.429, 1780.143]","(25.414, 28.371]","(126.5, 183.125]"
1331,298.9,1771,26.8,216,0,"(298.529, 299.214]","(1718.429, 1780.143]","(25.414, 28.371]","(183.125, 239.75]"
7002,300.5,1411,47.2,201,0,"(299.9, 300.586]","(1409.857, 1471.571]","(46.114, 49.071]","(183.125, 239.75]"
6941,300.8,1316,57.6,43,0,"(300.586, 301.271]","(1286.429, 1348.143]","(54.986, 57.943]","(13.25, 69.875]"
8017,301.0,1518,39.3,196,0,"(300.586, 301.271]","(1471.571, 1533.286]","(37.243, 40.2]","(183.125, 239.75]"
6241,301.1,1324,52.4,171,0,"(300.586, 301.271]","(1286.429, 1348.143]","(52.029, 54.986]","(126.5, 183.125]"
9987,298.8,1500,37.1,210,0,"(298.529, 299.214]","(1471.571, 1533.286]","(34.286, 37.243]","(183.125, 239.75]"
