,Teplota vzduchu,Rychlost otáček,Kroutící moment,Opotřebení nástroje,Porucha,T,R,K,O
2817,300.2,1417,41.1,129,0,"(299.9, 300.317]","(1388.391, 1425.957]","(40.2, 42.0]","(126.5, 136.348]"
8268,299.2,1502,39.8,177,0,"(299.065, 299.483]","(1501.087, 1538.652]","(38.4, 40.2]","(175.739, 185.587]"
9815,298.4,1576,38.8,167,0,"(298.23, 298.648]","(1538.652, 1576.217]","(38.4, 40.2]","(165.891, 175.739]"
7426,300.0,1692,29.0,216,1,"(299.9, 300.317]","(1688.913, 1726.478]","(27.6, 29.4]","(215.13, 224.978]"
8602,297.4,1729,31.7,204,0,"(297.396, 297.813]","(1726.478, 1764.043]","(31.2, 33.0]","(195.435, 205.283]"
8475,298.5,1557,37.7,86,0,"(298.23, 298.648]","(1538.652, 1576.217]","(36.6, 38.4]","(77.261, 87.109]"
1735,298.4,1380,47.6,130,0,"(298.23, 298.648]","(1350.826, 1388.391]","(47.4, 49.2]","(126.5, 136.348]"
7397,299.7,1737,26.1,144,0,"(299.483, 299.9]","(1726.478, 1764.043]","(25.8, 27.6]","(136.348, 146.196]"
4255,302.5,1387,52.1,116,0,"(302.404, 302.822]","(1350.826, 1388.391]","(51.0, 52.8]","(106.804, 116.652]"
8288,298.8,1640,33.8,9,0,"(298.648, 299.065]","(1613.783, 1651.348]","(33.0, 34.8]","(8.326, 18.174]"
2475,298.9,1459,43.1,147,0,"(298.648, 299.065]","(1425.957, 1463.522]","(42.0, 43.8]","(146.196, 156.043]"
9984,298.7,1432,42.8,197,0,"(298.648, 299.065]","(1425.957, 1463.522]","(42.0, 43.8]","(195.435, 205.283]"
3713,302.3,1565,35.6,41,0,"(301.987, 302.404]","(1538.652, 1576.217]","(34.8, 36.6]","(37.87, 47.717]"
8978,296.9,1435,45.0,119,0,"(296.561, 296.978]","(1425.957, 1463.522]","(43.8, 45.6]","(116.652, 126.5]"
1804,298.1,1495,48.1,111,0,"(297.813, 298.23]","(1463.522, 1501.087]","(47.4, 49.2]","(106.804, 116.652]"
707,297.7,1838,27.3,99,0,"(297.396, 297.813]","(1801.609, 1839.174]","(25.8, 27.6]","(96.957, 106.804]"
9191,297.9,1970,21.6,37,0,"(297.813, 298.23]","(1951.87, 1989.435]","(20.4, 22.2]","(28.022, 37.87]"
5189,304.1,1427,46.9,123,0,"(304.074, 304.491]","(1425.957, 1463.522]","(45.6, 47.4]","(116.652, 126.5]"
5472,302.8,1386,57.8,172,0,"(302.404, 302.822]","(1350.826, 1388.391]","(56.4, 58.2]","(165.891, 175.739]"
72,298.9,1369,44.4,198,0,"(298.648, 299.065]","(1350.826, 1388.391]","(43.8, 45.6]","(195.435, 205.283]"
7843,300.1,1400,48.5,205,0,"(299.9, 300.317]","(1388.391, 1425.957]","(47.4, 49.2]","(195.435, 205.283]"
5101,304.1,1518,42.4,105,0,"(304.074, 304.491]","(1501.087, 1538.652]","(42.0, 43.8]","(96.957, 106.804]"
6764,301.4,1536,38.3,9,0,"(301.152, 301.57]","(1501.087, 1538.652]","(36.6, 38.4]","(8.326, 18.174]"
1125,296.7,1375,51.4,108,0,"(296.561, 296.978]","(1350.826, 1388.391]","(51.0, 52.8]","(106.804, 116.652]"
1241,297.1,1621,32.4,194,0,"(296.978, 297.396]","(1613.783, 1651.348]","(31.2, 33.0]","(185.587, 195.435]"
8253,299.1,1657,31.0,129,0,"(299.065, 299.483]","(1651.348, 1688.913]","(29.4, 31.2]","(126.5, 136.348]"
2349,299.3,1386,42.2,30,0,"(299.065, 299.483]","(1350.826, 1388.391]","(42.0, 43.8]","(28.022, 37.87]"
6602,301.5,1374,46.7,32,0,"(301.152, 301.57]","(1350.826, 1388.391]","(45.6, 47.4]","(28.022, 37.87]"
6780,301.3,1560,38.5,52,0,"(301.152, 301.57]","(1538.652, 1576.217]","(38.4, 40.2]","(47.717, 57.565]"
4358,302.0,1606,34.5,156,0,"(301.987, 302.404]","(1576.217, 1613.783]","(33.0, 34.8]","(146.196, 156.043]"
1343,298.5,1676,32.7,18,0,"(298.23, 298.648]","(1651.348, 1688.913]","(31.2, 33.0]","(8.326, 18.174]"
9988,298.9,1771,24.1,213,0,"(298.648, 299.065]","(1764.043, 1801.609]","(24.0, 25.8]","(205.283, 215.13]"
8679,297.3,1456,54.2,179,0,"(296.978, 297.396]","(1425.957, 1463.522]","(52.8, 54.6]","(175.739, 185.587]"
9575,299.6,1603,35.4,202,0,"(299.483, 299.9]","(1576.217, 1613.783]","(34.8, 36.6]","(195.435, 205.283]"
6652,301.5,1580,35.7,161,0,"(301.152, 301.57]","(1576.217, 1613.783]","(34.8, 36.6]","(156.043, 165.891]"
1100,296.8,1695,30.0,33,0,"(296.561, 296.978]","(1688.913, 1726.478]","(29.4, 31.2]","(28.022, 37.87]"
7327,299.9,1576,39.4,183,0,"(299.9, 300.317]","(1538.652, 1576.217]","(38.4, 40.2]","(175.739, 185.587]"
7622,300.6,1473,31.5,69,0,"(300.317, 300.735]","(1463.522, 1501.087]","(31.2, 33.0]","(67.413, 77.261]"
987,296.3,1534,33.8,151,0,"(296.143, 296.561]","(1501.087, 1538.652]","(33.0, 34.8]","(146.196, 156.043]"
2852,300.5,1347,50.1,213,0,"(300.317, 300.735]","(1313.261, 1350.826]","(49.2, 51.0]","(205.283, 215.13]"
630,298.3,1460,47.6,101,0,"(298.23, 298.648]","(1425.957, 1463.522]","(47.4, 49.2]","(96.957, 106.804]"
1249,297.3,1467,36.8,216,0,"(296.978, 297.396]","(1463.522, 1501.087]","(36.6, 38.4]","(215.13, 224.978]"
3179,300.1,1570,36.8,189,0,"(299.9, 300.317]","(1538.652, 1576.217]","(36.6, 38.4]","(185.587, 195.435]"
482,297.3,1548,37.4,171,0,"(296.978, 297.396]","(1538.652, 1576.217]","(36.6, 38.4]","(165.891, 175.739]"
3040,300.3,1474,38.7,35,0,"(299.9, 300.317]","(1463.522, 1501.087]","(38.4, 40.2]","(28.022, 37.87]"
5010,303.7,1543,38.3,61,0,"(303.657, 304.074]","(1538.652, 1576.217]","(36.6, 38.4]","(57.565, 67.413]"
8727,297.2,1501,38.5,86,0,"(296.978, 297.396]","(1463.522, 1501.087]","(38.4, 40.2]","(77.261, 87.109]"
7000,300.6,1463,45.5,196,0,"(300.317, 300.735]","(1425.957, 1463.522]","(43.8, 45.6]","(195.435, 205.283]"
3273,301.3,1565,36.0,213,0,"(301.152, 301.57]","(1538.652, 1576.217]","(34.8, 36.6]","(205.283, 215.13]"
7227,299.7,1720,27.1,146,0,"(299.483, 299.9]","(1688.913, 1726.478]","(25.8, 27.6]","(136.348, 146.196]"
3683,302.0,1558,39.1,179,0,"(301.987, 302.404]","(1538.652, 1576.217]","(38.4, 40.2]","(175.739, 185.587]"
6674,301.5,1618,35.5,218,0,"(301.152, 301.57]","(1613.783, 1651.348]","(34.8, 36.6]","(215.13, 224.978]"
6807,301.0,1549,41.4,121,0,"(300.735, 301.152]","(1538.652, 1576.217]","(40.2, 42.0]","(116.652, 126.5]"
9738,299.0,1509,38.0,168,0,"(298.648, 299.065]","(1501.087, 1538.652]","(36.6, 38.4]","(165.891, 175.739]"
1316,299.0,1507,36.7,173,0,"(298.648, 299.065]","(1501.087, 1538.652]","(36.6, 38.4]","(165.891, 175.739]"
3225,300.6,1474,40.7,87,0,"(300.317, 300.735]","(1463.522, 1501.087]","(40.2, 42.0]","(77.261, 87.109]"
1072,297.0,1414,46.2,165,0,"(296.978, 297.396]","(1388.391, 1425.957]","(45.6, 47.4]","(156.043, 165.891]"
4815,303.4,1534,33.2,210,0,"(303.239, 303.657]","(1501.087, 1538.652]","(33.0, 34.8]","(205.283, 215.13]"
8459,298.7,1651,29.5,42,0,"(298.648, 299.065]","(1613.783, 1651.348]","(29.4, 31.2]","(37.87, 47.717]"
5752,302.3,1804,25.0,43,0,"(301.987, 302.404]","(1801.609, 1839.174]","(24.0, 25.8]","(37.87, 47.717]"
9145,297.6,1574,37.1,121,0,"(297.396, 297.813]","(1538.652, 1576.217]","(36.6, 38.4]","(116.652, 126.5]"
4616,303.1,1829,24.5,159,0,"(302.822, 303.239]","(1801.609, 1839.174]","(24.0, 25.8]","(156.043, 165.891]"
3097,299.9,1353,49.8,182,0,"(299.9, 300.317]","(1350.826, 1388.391]","(49.2, 51.0]","(175.739, 185.587]"
6869,301.0,1412,42.1,64,0,"(300.735, 301.152]","(1388.391, 1425.957]","(42.0, 43.8]","(57.565, 67.413]"
1300,298.7,1322,57.0,140,0,"(298.648, 299.065]","(1313.261, 1350.826]","(56.4, 58.2]","(136.348, 146.196]"
7285,300.2,1202,61.7,74,0,"(299.9, 300.317]","(1200.565, 1238.13]","(60.0, 61.8]","(67.413, 77.261]"
6284,301.2,1734,31.3,64,0,"(301.152, 301.57]","(1726.478, 1764.043]","(31.2, 33.0]","(57.565, 67.413]"
5495,302.9,1357,55.0,12,0,"(302.822, 303.239]","(1350.826, 1388.391]","(54.6, 56.4]","(8.326, 18.174]"
5291,303.8,1406,52.1,166,0,"(303.657, 304.074]","(1388.391, 1425.957]","(51.0, 52.8]","(165.891, 175.739]"
1798,298.0,1431,52.9,92,0,"(297.813, 298.23]","(1425.957, 1463.522]","(52.8, 54.6]","(87.109, 96.957]"
5203,303.7,1671,30.5,163,0,"(303.657, 304.074]","(1651.348, 1688.913]","(29.4, 31.2]","(156.043, 165.891]"
8227,299.1,1524,51.4,66,0,"(299.065, 299.483]","(1501.087, 1538.652]","(51.0, 52.8]","(57.565, 67.413]"
5047,304.1,1680,29.3,158,0,"(304.074, 304.491]","(1651.348, 1688.913]","(27.6, 29.4]","(156.043, 165.891]"
6441,300.7,1639,31.4,48,0,"(300.317, 300.735]","(1613.783, 1651.348]","(31.2, 33.0]","(47.717, 57.565]"
8105,300.4,1476,48.7,189,0,"(300.317, 300.735]","(1463.522, 1501.087]","(47.4, 49.2]","(185.587, 195.435]"
2359,299.3,1413,38.5,57,0,"(299.065, 299.483]","(1388.391, 1425.957]","(38.4, 40.2]","(47.717, 57.565]"
9380,297.4,1435,45.7,110,0,"(297.396, 297.813]","(1425.957, 1463.522]","(45.6, 47.4]","(106.804, 116.652]"
3654,302.1,1603,35.9,104,0,"(301.987, 302.404]","(1576.217, 1613.783]","(34.8, 36.6]","(96.957, 106.804]"
7052,300.6,1510,42.8,124,0,"(300.317, 300.735]","(1501.087, 1538.652]","(42.0, 43.8]","(116.652, 126.5]"
1286,298.5,1582,40.3,103,0,"(298.23, 298.648]","(1576.217, 1613.783]","(40.2, 42.0]","(96.957, 106.804]"
9126,297.4,1477,40.7,74,0,"(297.396, 297.813]","(1463.522, 1501.087]","(40.2, 42.0]","(67.413, 77.261]"
4445,302.5,1716,29.9,156,0,"(302.404, 302.822]","(1688.913, 1726.478]","(29.4, 31.2]","(146.196, 156.043]"
2137,299.3,1623,31.1,152,0,"(299.065, 299.483]","(1613.783, 1651.348]","(29.4, 31.2]","(146.196, 156.043]"
6787,301.1,1388,58.5,68,0,"(300.735, 301.152]","(1350.826, 1388.391]","(58.2, 60.0]","(67.413, 77.261]"
9752,298.6,1561,32.6,201,0,"(298.23, 298.648]","(1538.652, 1576.217]","(31.2, 33.0]","(195.435, 205.283]"
8510,298.3,1484,44.3,173,0,"(298.23, 298.648]","(1463.522, 1501.087]","(43.8, 45.6]","(165.891, 175.739]"
9539,299.4,1424,47.7,109,0,"(299.065, 299.483]","(1388.391, 1425.957]","(47.4, 49.2]","(106.804, 116.652]"
6894,301.1,1408,46.3,135,0,"(300.735, 301.152]","(1388.391, 1425.957]","(45.6, 47.4]","(126.5, 136.348]"
8569,297.9,1757,27.5,118,0,"(297.813, 298.23]","(1726.478, 1764.043]","(25.8, 27.6]","(116.652, 126.5]"
7151,300.2,1906,22.9,165,0,"(299.9, 300.317]","(1876.739, 1914.304]","(22.2, 24.0]","(156.043, 165.891]"
963,295.8,1621,31.6,95,0,"(295.726, 296.143]","(1613.783, 1651.348]","(31.2, 33.0]","(87.109, 96.957]"
6012,300.8,1425,44.0,33,0,"(300.735, 301.152]","(1388.391, 1425.957]","(43.8, 45.6]","(28.022, 37.87]"
4882,303.7,1462,46.2,165,0,"(303.657, 304.074]","(1425.957, 1463.522]","(45.6, 47.4]","(156.043, 165.891]"
140,298.8,1511,36.1,157,0,"(298.648, 299.065]","(1501.087, 1538.652]","(34.8, 36.6]","(156.043, 165.891]"
9032,297.4,1723,28.8,33,0,"(297.396, 297.813]","(1688.913, 1726.478]","(27.6, 29.4]","(28.022, 37.87]"
6936,300.6,1471,40.7,26,0,"(300.317, 300.735]","(1463.522, 1501.087]","(40.2, 42.0]","(18.174, 28.022]"
6542,301.4,1543,36.9,97,0,"(301.152, 301.57]","(1538.652, 1576.217]","(36.6, 38.4]","(96.957, 106.804]"
5243,303.7,1721,34.8,50,0,"(303.657, 304.074]","(1688.913, 1726.478]","(33.0, 34.8]","(47.717, 57.565]"
4431,302.3,1443,54.6,120,0,"(301.987, 302.404]","(1425.957, 1463.522]","(52.8, 54.6]","(116.652, 126.5]"
406,297.4,1439,51.9,188,0,"(297.396, 297.813]","(1425.957, 1463.522]","(51.0, 52.8]","(185.587, 195.435]"
8212,299.2,1329,48.9,30,0,"(299.065, 299.483]","(1313.261, 1350.826]","(47.4, 49.2]","(28.022, 37.87]"
8376,298.8,1334,49.3,42,0,"(298.648, 299.065]","(1313.261, 1350.826]","(49.2, 51.0]","(37.87, 47.717]"
8627,297.4,1347,45.8,43,0,"(297.396, 297.813]","(1313.261, 1350.826]","(45.6, 47.4]","(37.87, 47.717]"
8234,299.2,1534,39.7,83,0,"(299.065, 299.483]","(1501.087, 1538.652]","(38.4, 40.2]","(77.261, 87.109]"
4399,302.3,1653,29.7,34,0,"(301.987, 302.404]","(1651.348, 1688.913]","(29.4, 31.2]","(28.022, 37.87]"
5252,303.5,1322,59.5,71,0,"(303.239, 303.657]","(1313.261, 1350.826]","(58.2, 60.0]","(67.413, 77.261]"
11,298.6,1423,44.3,29,0,"(298.23, 298.648]","(1388.391, 1425.957]","(43.8, 45.6]","(28.022, 37.87]"
4760,303.6,1546,38.5,64,0,"(303.239, 303.657]","(1538.652, 1576.217]","(38.4, 40.2]","(57.565, 67.413]"
1177,297.2,1604,39.4,9,0,"(296.978, 297.396]","(1576.217, 1613.783]","(38.4, 40.2]","(8.326, 18.174]"
2863,300.6,1471,44.1,244,0,"(300.317, 300.735]","(1463.522, 1501.087]","(43.8, 45.6]","(234.826, 244.674]"
6471,300.4,1523,38.5,124,0,"(300.317, 300.735]","(1501.087, 1538.652]","(38.4, 40.2]","(116.652, 126.5]"
6228,301.2,1413,50.1,141,0,"(301.152, 301.57]","(1388.391, 1425.957]","(49.2, 51.0]","(136.348, 146.196]"
2989,300.6,1502,42.4,133,0,"(300.317, 300.735]","(1501.087, 1538.652]","(42.0, 43.8]","(126.5, 136.348]"
7117,300.9,1570,40.1,79,0,"(300.735, 301.152]","(1538.652, 1576.217]","(38.4, 40.2]","(77.261, 87.109]"
7010,300.5,1469,42.9,14,0,"(300.317, 300.735]","(1463.522, 1501.087]","(42.0, 43.8]","(8.326, 18.174]"
8557,298.3,1471,48.3,91,0,"(298.23, 298.648]","(1463.522, 1501.087]","(47.4, 49.2]","(87.109, 96.957]"
1440,298.8,1741,27.7,50,0,"(298.648, 299.065]","(1726.478, 1764.043]","(27.6, 29.4]","(47.717, 57.565]"
9747,298.8,1481,47.4,187,0,"(298.648, 299.065]","(1463.522, 1501.087]","(47.4, 49.2]","(185.587, 195.435]"
2875,300.5,1877,23.8,31,0,"(300.317, 300.735]","(1876.739, 1914.304]","(22.2, 24.0]","(28.022, 37.87]"
9098,297.3,1468,49.8,0,0,"(296.978, 297.396]","(1463.522, 1501.087]","(49.2, 51.0]","(-1.522, 8.326]"
8788,297.4,1369,53.2,43,0,"(297.396, 297.813]","(1350.826, 1388.391]","(52.8, 54.6]","(37.87, 47.717]"
7232,299.9,1639,42.1,159,0,"(299.9, 300.317]","(1613.783, 1651.348]","(42.0, 43.8]","(156.043, 165.891]"
3726,302.3,1505,36.7,78,0,"(301.987, 302.404]","(1501.087, 1538.652]","(36.6, 38.4]","(77.261, 87.109]"
2772,299.9,1467,41.2,20,0,"(299.9, 300.317]","(1463.522, 1501.087]","(40.2, 42.0]","(18.174, 28.022]"
454,297.4,1468,46.6,94,0,"(297.396, 297.813]","(1463.522, 1501.087]","(45.6, 47.4]","(87.109, 96.957]"
8189,299.7,1983,21.0,201,0,"(299.483, 299.9]","(1951.87, 1989.435]","(20.4, 22.2]","(195.435, 205.283]"
1367,298.8,1581,37.5,75,0,"(298.648, 299.065]","(1576.217, 1613.783]","(36.6, 38.4]","(67.413, 77.261]"
3712,302.3,1543,33.1,39,0,"(301.987, 302.404]","(1538.652, 1576.217]","(33.0, 34.8]","(37.87, 47.717]"
9852,298.6,1316,51.4,52,0,"(298.23, 298.648]","(1313.261, 1350.826]","(51.0, 52.8]","(47.717, 57.565]"
1388,298.9,1491,45.3,133,0,"(298.648, 299.065]","(1463.522, 1501.087]","(43.8, 45.6]","(126.5, 136.348]"
1000,296.3,1654,29.6,188,0,"(296.143, 296.561]","(1651.348, 1688.913]","(29.4, 31.2]","(185.587, 195.435]"
7761,300.4,1715,30.8,203,0,"(300.317, 300.735]","(1688.913, 1726.478]","(29.4, 31.2]","(195.435, 205.283]"
3553,301.8,1618,37.8,59,0,"(301.57, 301.987]","(1613.783, 1651.348]","(36.6, 38.4]","(57.565, 67.413]"
4114,302.0,1358,53.1,194,0,"(301.987, 302.404]","(1350.826, 1388.391]","(52.8, 54.6]","(185.587, 195.435]"
1667,298.2,1769,27.2,188,0,"(297.813, 298.23]","(1764.043, 1801.609]","(25.8, 27.6]","(185.587, 195.435]"
3173,300.3,1624,32.6,175,0,"(299.9, 300.317]","(1613.783, 1651.348]","(31.2, 33.0]","(165.891, 175.739]"
9397,297.7,1370,53.4,162,0,"(297.396, 297.813]","(1350.826, 1388.391]","(52.8, 54.6]","(156.043, 165.891]"
488,297.4,1584,42.8,186,0,"(297.396, 297.813]","(1576.217, 1613.783]","(42.0, 43.8]","(185.587, 195.435]"
3230,300.6,1556,36.0,98,0,"(300.317, 300.735]","(1538.652, 1576.217]","(34.8, 36.6]","(96.957, 106.804]"
3828,302.3,1762,27.8,127,0,"(301.987, 302.404]","(1726.478, 1764.043]","(27.6, 29.4]","(126.5, 136.348]"
8651,297.4,1564,35.0,105,0,"(297.396, 297.813]","(1538.652, 1576.217]","(34.8, 36.6]","(96.957, 106.804]"
5208,303.8,1664,29.3,178,0,"(303.657, 304.074]","(1651.348, 1688.913]","(27.6, 29.4]","(175.739, 185.587]"
7848,300.2,1547,37.7,217,0,"(299.9, 300.317]","(1538.652, 1576.217]","(36.6, 38.4]","(215.13, 224.978]"
5704,302.5,1335,52.7,135,0,"(302.404, 302.822]","(1313.261, 1350.826]","(51.0, 52.8]","(126.5, 136.348]"
9639,299.3,1725,26.8,167,0,"(299.065, 299.483]","(1688.913, 1726.478]","(25.8, 27.6]","(165.891, 175.739]"
8133,299.8,1466,46.1,58,0,"(299.483, 299.9]","(1463.522, 1501.087]","(45.6, 47.4]","(57.565, 67.413]"
703,297.7,1479,40.9,87,0,"(297.396, 297.813]","(1463.522, 1501.087]","(40.2, 42.0]","(77.261, 87.109]"
5105,304.1,1374,56.6,115,0,"(304.074, 304.491]","(1350.826, 1388.391]","(56.4, 58.2]","(106.804, 116.652]"
8893,297.5,1371,46.5,121,0,"(297.396, 297.813]","(1350.826, 1388.391]","(45.6, 47.4]","(116.652, 126.5]"
3291,301.2,1479,45.5,44,0,"(301.152, 301.57]","(1463.522, 1501.087]","(43.8, 45.6]","(37.87, 47.717]"
8125,300.2,1452,47.8,34,0,"(299.9, 300.317]","(1425.957, 1463.522]","(47.4, 49.2]","(28.022, 37.87]"
9631,299.0,1672,33.2,144,0,"(298.648, 299.065]","(1651.348, 1688.913]","(33.0, 34.8]","(136.348, 146.196]"
9021,297.4,1536,34.6,4,0,"(297.396, 297.813]","(1501.087, 1538.652]","(33.0, 34.8]","(-1.522, 8.326]"
4909,303.5,1481,43.7,20,0,"(303.239, 303.657]","(1463.522, 1501.087]","(42.0, 43.8]","(18.174, 28.022]"
4440,302.5,1446,44.0,146,0,"(302.404, 302.822]","(1425.957, 1463.522]","(43.8, 45.6]","(136.348, 146.196]"
986,296.4,1638,32.5,146,0,"(296.143, 296.561]","(1613.783, 1651.348]","(31.2, 33.0]","(136.348, 146.196]"
9236,298.1,1556,31.6,145,0,"(297.813, 298.23]","(1538.652, 1576.217]","(31.2, 33.0]","(136.348, 146.196]"
9883,298.7,1654,34.3,136,0,"(298.648, 299.065]","(1651.348, 1688.913]","(33.0, 34.8]","(126.5, 136.348]"
7705,300.5,1316,49.7,55,0,"(300.317, 300.735]","(1313.261, 1350.826]","(49.2, 51.0]","(47.717, 57.565]"
6257,301.1,1376,49.1,0,0,"(300.735, 301.152]","(1350.826, 1388.391]","(47.4, 49.2]","(-1.522, 8.326]"
6089,300.9,1509,37.5,12,0,"(300.735, 301.152]","(1501.087, 1538.652]","(36.6, 38.4]","(8.326, 18.174]"
5238,303.7,1457,44.1,40,0,"(303.657, 304.074]","(1425.957, 1463.522]","(43.8, 45.6]","(37.87, 47.717]"
1198,296.9,1557,36.5,63,0,"(296.561, 296.978]","(1538.652, 1576.217]","(34.8, 36.6]","(57.565, 67.413]"
9070,297.1,1427,45.2,136,0,"(296.978, 297.396]","(1425.957, 1463.522]","(43.8, 45.6]","(126.5, 136.348]"
7519,300.2,1999,21.0,19,0,"(299.9, 300.317]","(1989.435, 2027.0]","(20.4, 22.2]","(18.174, 28.022]"
6812,300.9,1350,53.8,131,0,"(300.735, 301.152]","(1313.261, 1350.826]","(52.8, 54.6]","(126.5, 136.348]"
8320,298.8,1453,47.7,101,0,"(298.648, 299.065]","(1425.957, 1463.522]","(47.4, 49.2]","(96.957, 106.804]"
7175,300.1,1569,43.5,17,0,"(299.9, 300.317]","(1538.652, 1576.217]","(42.0, 43.8]","(8.326, 18.174]"
4470,302.7,1564,34.3,0,0,"(302.404, 302.822]","(1538.652, 1576.217]","(33.0, 34.8]","(-1.522, 8.326]"
891,295.7,1408,47.9,117,0,"(295.309, 295.726]","(1388.391, 1425.957]","(47.4, 49.2]","(116.652, 126.5]"
1969,297.8,1631,31.3,124,0,"(297.396, 297.813]","(1613.783, 1651.348]","(31.2, 33.0]","(116.652, 126.5]"
5757,301.9,1366,55.6,57,0,"(301.57, 301.987]","(1350.826, 1388.391]","(54.6, 56.4]","(47.717, 57.565]"
6527,301.2,1516,44.4,53,0,"(301.152, 301.57]","(1501.087, 1538.652]","(43.8, 45.6]","(47.717, 57.565]"
6294,301.1,1529,38.7,91,0,"(300.735, 301.152]","(1501.087, 1538.652]","(38.4, 40.2]","(87.109, 96.957]"
7595,300.5,1397,45.2,2,0,"(300.317, 300.735]","(1388.391, 1425.957]","(43.8, 45.6]","(-1.522, 8.326]"
3249,301.1,1493,38.9,149,0,"(300.735, 301.152]","(1463.522, 1501.087]","(38.4, 40.2]","(146.196, 156.043]"
6570,301.4,1634,31.1,171,0,"(301.152, 301.57]","(1613.783, 1651.348]","(29.4, 31.2]","(165.891, 175.739]"
6638,301.5,1453,44.2,129,0,"(301.152, 301.57]","(1425.957, 1463.522]","(43.8, 45.6]","(126.5, 136.348]"
7351,299.7,1458,43.4,28,0,"(299.483, 299.9]","(1425.957, 1463.522]","(42.0, 43.8]","(18.174, 28.022]"
9172,297.7,1715,27.2,193,0,"(297.396, 297.813]","(1688.913, 1726.478]","(25.8, 27.6]","(185.587, 195.435]"
7473,300.3,1304,62.8,118,0,"(299.9, 300.317]","(1275.696, 1313.261]","(61.8, 63.6]","(116.652, 126.5]"
9601,298.9,2109,18.0,61,0,"(298.648, 299.065]","(2102.13, 2139.696]","(16.8, 18.6]","(57.565, 67.413]"
8673,297.4,1494,42.6,161,0,"(297.396, 297.813]","(1463.522, 1501.087]","(42.0, 43.8]","(156.043, 165.891]"
1239,297.2,1482,39.3,187,0,"(296.978, 297.396]","(1463.522, 1501.087]","(38.4, 40.2]","(185.587, 195.435]"
2289,299.4,1504,37.8,112,0,"(299.065, 299.483]","(1501.087, 1538.652]","(36.6, 38.4]","(106.804, 116.652]"
2740,299.6,1525,42.8,160,0,"(299.483, 299.9]","(1501.087, 1538.652]","(42.0, 43.8]","(156.043, 165.891]"
4585,302.8,1563,32.2,78,0,"(302.404, 302.822]","(1538.652, 1576.217]","(31.2, 33.0]","(77.261, 87.109]"
1229,297.1,1304,53.5,153,0,"(296.978, 297.396]","(1275.696, 1313.261]","(52.8, 54.6]","(146.196, 156.043]"
6980,300.8,1505,45.5,141,0,"(300.735, 301.152]","(1501.087, 1538.652]","(43.8, 45.6]","(136.348, 146.196]"
5178,304.0,1517,43.1,96,0,"(303.657, 304.074]","(1501.087, 1538.652]","(42.0, 43.8]","(87.109, 96.957]"
4293,301.8,1393,44.9,208,0,"(301.57, 301.987]","(1388.391, 1425.957]","(43.8, 45.6]","(205.283, 215.13]"
1058,296.7,1605,31.3,128,0,"(296.561, 296.978]","(1576.217, 1613.783]","(31.2, 33.0]","(126.5, 136.348]"
6262,301.0,1641,33.4,12,0,"(300.735, 301.152]","(1613.783, 1651.348]","(33.0, 34.8]","(8.326, 18.174]"
281,298.1,1626,36.5,83,0,"(297.813, 298.23]","(1613.783, 1651.348]","(34.8, 36.6]","(77.261, 87.109]"
968,295.9,1547,40.9,107,0,"(295.726, 296.143]","(1538.652, 1576.217]","(40.2, 42.0]","(106.804, 116.652]"
3953,302.3,1484,39.5,22,0,"(301.987, 302.404]","(1463.522, 1501.087]","(38.4, 40.2]","(18.174, 28.022]"
1939,298.1,1303,53.9,52,0,"(297.813, 298.23]","(1275.696, 1313.261]","(52.8, 54.6]","(47.717, 57.565]"
8464,298.6,1672,27.5,54,0,"(298.23, 298.648]","(1651.348, 1688.913]","(25.8, 27.6]","(47.717, 57.565]"
1274,298.1,1530,40.2,65,0,"(297.813, 298.23]","(1501.087, 1538.652]","(40.2, 42.0]","(57.565, 67.413]"
619,298.3,1507,44.7,73,0,"(298.23, 298.648]","(1501.087, 1538.652]","(43.8, 45.6]","(67.413, 77.261]"
8505,298.4,1530,38.6,161,0,"(298.23, 298.648]","(1501.087, 1538.652]","(38.4, 40.2]","(156.043, 165.891]"
1742,298.5,1379,49.6,152,0,"(298.23, 298.648]","(1350.826, 1388.391]","(49.2, 51.0]","(146.196, 156.043]"
1390,298.9,1409,54.8,140,0,"(298.648, 299.065]","(1388.391, 1425.957]","(54.6, 56.4]","(136.348, 146.196]"
2203,299.8,1614,30.8,100,0,"(299.483, 299.9]","(1613.783, 1651.348]","(29.4, 31.2]","(96.957, 106.804]"
3568,301.8,1372,54.7,95,0,"(301.57, 301.987]","(1350.826, 1388.391]","(54.6, 56.4]","(87.109, 96.957]"
6116,300.8,1453,43.9,84,0,"(300.735, 301.152]","(1425.957, 1463.522]","(43.8, 45.6]","(77.261, 87.109]"
9970,298.4,1891,24.7,158,0,"(298.23, 298.648]","(1876.739, 1914.304]","(24.0, 25.8]","(156.043, 165.891]"
6052,300.9,2003,20.2,138,0,"(300.735, 301.152]","(1989.435, 2027.0]","(18.6, 20.4]","(136.348, 146.196]"
3178,300.2,1329,53.6,186,0,"(299.9, 300.317]","(1313.261, 1350.826]","(52.8, 54.6]","(185.587, 195.435]"
3192,300.1,1418,39.8,221,0,"(299.9, 300.317]","(1388.391, 1425.957]","(38.4, 40.2]","(215.13, 224.978]"
6099,300.9,1609,28.7,39,0,"(300.735, 301.152]","(1576.217, 1613.783]","(27.6, 29.4]","(37.87, 47.717]"
