,Teplota vzduchu,Rychlost otáček,Kroutící moment,Opotřebení nástroje,Porucha
4551,297.4,1522,38.0,33,0
7121,300.9,1755,27.9,148,0
6549,300.1,1475,54.2,53,0
4037,301.3,1434,49.8,16,0
8269,298.0,1431,52.9,92,0
148,298.7,1717,27.3,26,0
285,301.6,1385,50.7,195,0
7800,298.7,1673,30.8,141,0
9650,301.4,1639,32.7,171,0
363,299.7,1616,35.1,142,0
5367,298.3,1434,46.2,148,0
9944,300.3,1332,60.5,112,0
8409,300.1,1418,39.8,221,0
9452,300.8,1577,37.9,227,1
4725,296.2,1444,46.7,194,0
7271,300.1,1350,48.8,50,0
6770,301.9,1467,39.3,32,0
4443,300.8,1460,53.8,41,0
7446,300.8,1578,31.4,219,0
236,296.5,1350,55.6,69,0
7709,299.3,1603,33.9,203,0
9584,301.6,1435,47.2,152,0
2562,300.7,1740,25.6,176,0
7123,301.7,1489,41.4,108,0
8929,301.6,1222,70.0,62,0
9601,297.8,1621,36.1,68,0
5519,299.9,1413,41.8,153,0
9612,298.8,1295,52.7,74,0
3083,303.4,1510,42.2,36,0
2959,297.4,1570,37.9,154,0
2102,301.3,1665,31.4,0,0
632,300.6,1401,42.6,114,0
6813,298.7,1480,42.2,58,0
2493,300.2,1202,59.5,40,0
2665,300.5,1442,47.0,53,0
8493,295.6,1329,55.3,135,0
8424,300.3,1523,39.2,24,0
8471,303.2,1514,41.2,230,0
4211,298.1,1426,46.0,61,0
3874,299.7,1827,25.4,194,0
2817,302.2,1758,26.4,4,0
8267,302.9,1357,55.0,12,0
9814,304.2,1740,28.2,78,0
7426,302.3,1701,27.5,145,0
8601,298.0,1473,44.3,124,0
8474,302.4,1358,50.6,133,0
1735,301.6,1683,29.7,131,0
7397,301.3,1966,22.6,161,0
4255,297.8,1445,48.2,10,0
8287,301.1,1408,46.3,135,0
2475,297.6,1529,45.3,15,0
9983,300.3,1518,36.4,0,0
3713,297.7,1570,35.8,160,0
8977,302.6,2157,17.2,94,0
1804,303.3,1732,25.6,232,0
707,301.3,1492,41.2,223,0
9190,299.8,1572,35.4,158,0
5189,301.2,1574,34.3,4,0
5472,298.2,1418,44.2,87,0
72,301.8,1441,46.3,100,0
7843,299.2,1352,48.9,238,1
5101,298.3,1816,22.6,138,0
6764,300.5,1507,42.5,117,0
1125,301.3,1428,55.2,88,0
1241,299.7,1399,39.9,91,0
8252,301.0,1549,41.4,121,0
2349,299.7,1412,45.3,205,0
6602,301.5,1382,58.1,67,0
6780,300.6,1503,38.4,68,0
4358,297.7,1391,44.5,159,0
1343,301.8,1647,31.6,6,0
9987,300.7,1769,26.5,63,0
8678,298.3,1783,28.3,130,0
9574,302.5,1447,39.2,172,0
6652,300.7,1314,42.4,198,0
1100,302.5,1551,37.3,168,0
7327,298.3,1484,43.4,172,0
7622,303.8,1793,28.1,170,0
987,299.3,1422,43.1,186,0
2852,299.9,1364,44.4,20,0
630,299.8,1475,43.4,51,0
1249,298.2,1355,43.8,142,0
3179,300.9,1485,41.0,181,0
482,299.7,1473,39.4,125,0
3040,299.3,1433,37.7,42,0
5010,303.5,1946,21.1,112,0
8726,302.0,1701,27.2,4,0
7000,302.6,1363,45.7,91,0
3273,300.8,1461,42.8,173,0
7227,302.5,1306,59.7,172,0
3683,297.2,1441,40.0,195,0
6674,300.4,1486,46.3,48,0
6807,297.4,1557,35.5,174,0
9737,300.7,1487,39.8,50,0
1316,299.0,1484,39.6,212,0
3225,299.1,1441,36.2,169,0
1072,297.1,1492,39.4,171,0
4815,303.4,1615,35.7,56,0
8458,298.3,1551,33.8,72,0
5752,301.9,1525,43.2,62,0
9144,298.2,1522,49.1,22,0
4616,298.3,1432,46.9,65,0
3097,301.7,1505,44.0,187,0
6869,302.1,1492,45.0,162,0
1300,303.3,1418,44.7,83,0
7285,299.1,1405,53.6,86,0
6284,298.7,1402,69.7,64,1
5495,301.0,1497,37.6,116,0
5291,297.7,1392,43.0,197,0
1798,301.5,1276,55.6,158,0
5203,300.8,1450,39.4,62,0
8227,301.5,1374,46.7,32,0
5047,298.5,1615,33.3,41,0
6441,300.8,1634,29.2,149,0
8105,301.8,1416,49.0,136,0
2359,300.0,1762,28.0,202,0
9379,300.0,1412,52.4,142,0
3654,298.6,1569,36.3,10,0
7052,299.1,1441,43.9,94,0
1286,298.1,1376,56.2,113,0
9125,303.5,1393,51.6,80,0
4445,297.2,1446,43.7,171,0
2137,301.0,1454,41.5,57,0
6787,298.1,1558,42.4,14,0
9751,299.2,1463,38.9,160,0
8509,299.1,1711,28.1,17,0
8966,299.2,1697,30.6,12,0
6894,300.1,1421,42.5,61,0
8568,297.8,1412,48.3,27,0
7151,302.1,1447,50.3,11,0
963,303.1,1378,50.1,104,0
6012,300.4,1478,39.9,185,0
4882,297.4,1355,55.1,63,0
140,298.7,1467,40.7,106,0
9031,300.1,1426,42.7,64,0
6936,303.5,1511,37.1,27,0
6542,298.4,1609,35.0,103,0
5243,298.3,1529,41.7,5,0
4431,300.3,1493,37.5,219,0
406,303.8,1869,25.8,211,0
8212,302.3,1565,35.6,41,0
8375,301.1,1493,38.9,149,0
8626,303.4,1590,36.3,113,0
8234,301.5,1580,35.7,161,0
4399,301.0,1404,41.8,71,0
5252,299.0,1511,35.9,16,0
11,300.3,1707,33.6,158,0
4760,300.5,1541,47.8,156,0
1177,298.8,1439,45.8,81,0
2863,297.1,1726,28.4,202,0
6471,298.5,1483,44.8,92,0
6228,301.8,1393,49.5,168,0
2989,298.9,1410,65.7,191,1
7117,298.0,1569,35.6,173,0
7010,300.1,1446,40.6,147,0
8556,302.3,1387,47.3,2,0
1440,300.7,1572,38.5,50,0
9746,298.9,1529,32.7,53,0
2875,301.8,1429,47.9,53,0
9097,299.7,1302,55.5,87,0
9504,299.2,1395,55.4,76,0
7232,301.3,1838,23.2,215,0
3726,297.4,1638,31.9,131,0
2772,297.6,1466,39.7,34,0
454,298.2,1476,43.5,129,0
8189,300.7,1589,35.0,52,0
1367,301.1,1570,41.6,202,0
3712,301.4,1380,48.4,131,0
9851,298.1,1759,28.6,176,0
1388,298.9,1364,54.0,95,0
1000,303.7,1642,32.3,206,0
7761,301.0,1724,28.1,133,0
3553,300.6,1367,63.2,45,1
4114,297.9,1416,39.6,45,0
1667,298.2,1446,38.2,61,0
3173,302.4,1375,52.5,161,1
9396,298.6,1444,48.1,39,0
488,298.1,1438,45.6,105,0
3230,300.7,1754,27.7,84,0
3828,298.4,1588,35.0,99,0
8650,297.6,1640,30.9,79,0
5208,300.6,2496,13.5,111,0
7848,300.9,1447,41.4,193,0
5704,303.4,1540,38.7,96,0
9638,297.1,1348,58.0,162,0
8133,297.1,1980,20.3,159,0
703,298.9,1436,39.0,32,0
5105,299.6,1473,42.7,81,0
8892,299.0,1827,28.0,178,0
3291,301.6,1455,39.0,118,0
8125,298.8,1486,38.5,55,0
9630,302.4,1320,56.4,100,0
9020,297.6,1470,42.6,44,0
4909,297.1,1609,38.9,166,0
4440,298.0,1819,23.4,78,0
986,297.5,1536,39.0,202,0
9235,298.0,1536,37.3,120,0
9061,299.3,1409,44.8,91,0
7705,298.8,1527,31.2,102,0
6257,298.2,2678,10.7,86,1
6089,299.9,1772,23.5,167,0
5238,298.0,1877,24.3,0,0
1198,300.8,1621,28.3,211,0
9069,297.9,1567,34.7,74,0
7519,297.5,1809,24.3,110,0
6812,302.0,1725,27.7,23,0
8320,297.4,1369,53.2,43,0
7175,299.4,1512,37.2,126,0
4470,299.8,1496,38.8,215,0
891,301.5,1367,49.0,193,0
1969,301.9,1657,29.1,23,0
5757,299.3,1422,47.3,25,0
6527,301.5,1380,48.7,160,0
6294,299.1,1570,30.9,226,0
7595,300.6,1389,48.1,88,0
3249,298.4,1948,21.4,136,0
6570,297.1,1422,42.1,148,0
6638,304.4,1510,38.9,199,0
7351,300.2,1398,54.8,39,0
9171,298.1,1425,41.9,11,0
7473,298.9,1546,37.7,159,0
9203,302.9,1330,53.7,200,1
8672,302.3,1511,34.7,75,0
1239,300.6,1519,44.6,69,0
2289,300.3,1672,29.2,39,0
2740,299.6,1469,47.0,15,0
4585,298.0,1694,29.1,169,0
1229,302.2,1545,35.9,152,0
6980,302.0,1407,52.8,154,0
5178,297.2,1869,25.4,163,0
4293,300.7,1333,61.0,177,0
1058,300.3,1429,44.7,203,0
6262,300.0,1566,34.4,18,0
281,299.0,1419,45.2,27,0
968,297.3,1577,35.6,133,0
3953,300.6,1588,37.0,50,0
1939,301.0,1510,44.5,66,0
8463,299.7,1313,60.0,186,0
1274,298.9,1496,36.3,161,0
619,298.7,1528,36.7,197,0
8504,299.5,1333,54.1,147,0
1742,298.3,1528,33.9,82,0
1390,300.1,1731,30.4,92,0
2203,298.1,1496,40.0,0,0
3568,299.3,1404,49.4,93,0
6116,301.5,1962,20.2,124,0
9969,300.5,1503,37.4,175,0
6052,299.2,1367,47.6,168,0
3178,299.3,1440,45.5,146,0
3192,303.6,1701,30.8,12,0
6099,300.1,1481,37.9,34,0
7029,300.4,1435,54.8,70,0
575,300.4,1674,33.0,172,0
6656,299.3,1388,45.5,123,0
7115,297.3,1484,43.9,13,0
8868,300.9,1390,40.6,131,0
6276,301.0,1634,31.2,182,0
8983,297.6,1735,26.4,41,0
5897,300.9,1427,44.1,141,0
5724,300.5,1255,62.1,138,0
269,298.2,2216,16.8,139,0
629,302.4,1673,30.1,210,0
3081,297.5,1502,45.9,150,0
3466,300.6,1375,53.2,179,0
6430,301.8,1471,44.2,148,0
9310,297.5,1533,41.5,223,0
7062,302.3,1746,28.1,167,0
9726,297.6,1528,40.0,123,0
5543,300.7,1461,49.9,0,0
4356,298.1,2206,16.3,195,0
2113,297.1,1529,40.4,165,0
8219,298.9,1369,44.4,198,0
3216,299.1,1796,26.0,90,0
3814,297.0,1305,54.6,168,0
8321,299.9,1639,42.1,159,0
8588,300.0,1397,51.2,173,0
2278,300.8,1360,48.8,91,0
4599,296.7,1579,33.4,50,0
13,302.4,1495,36.8,215,0
9224,295.3,1473,38.5,189,0
1525,303.6,1627,30.8,104,0
2365,301.5,1731,27.9,101,0
4648,296.9,1424,43.3,120,0
374,300.6,1576,38.8,124,0
8520,300.0,1423,48.7,67,0
6477,298.5,2051,19.0,184,0
525,302.0,1611,35.6,117,0
6895,297.5,1459,39.7,69,0
3591,303.2,1688,31.9,33,0
7904,300.4,1430,43.4,198,0
2958,297.9,1457,44.4,28,0
529,303.8,1768,23.9,149,0
3714,302.2,1476,39.6,96,0
4732,300.5,1468,41.1,34,0
1394,295.8,1339,53.2,67,0
5631,298.2,1350,52.0,136,0
6563,300.8,1489,38.4,109,0
4703,299.2,1675,33.3,28,0
1712,295.8,1337,54.6,87,0
9754,300.9,1493,45.8,57,0
955,301.7,1442,41.1,89,0
6675,298.8,1504,41.0,51,0
3453,299.2,1445,45.2,222,0
2071,300.1,1434,47.3,127,0
9739,298.6,1491,36.9,192,0
158,302.2,1393,42.5,53,0
7005,297.7,1514,38.6,19,0
352,297.6,1455,48.2,145,0
6078,302.7,1501,38.8,171,0
6236,302.7,1728,30.0,12,0
2920,297.6,1626,32.4,130,0
4644,301.0,1394,41.3,16,0
661,302.2,1576,34.0,28,0
7057,297.1,1454,50.6,94,0
3665,299.2,1821,26.1,69,0
7979,300.1,1674,29.6,85,0
306,298.3,1595,29.0,103,0
4790,303.7,1532,41.3,32,0
2356,297.6,1742,27.7,13,0
1927,298.2,1681,31.0,84,0
9330,297.4,1420,45.8,120,0
3427,300.1,1685,27.1,203,0
3638,299.2,1405,51.4,183,0
1266,298.8,1437,42.8,23,0
1560,299.2,1877,23.9,4,0
7179,300.9,1567,34.3,130,0
4109,301.7,1471,51.1,8,0
7867,297.9,1614,38.1,62,0
4904,300.7,1521,39.4,61,0
7294,301.8,1609,31.7,202,0
514,300.8,1886,21.1,44,0
894,301.5,1891,23.2,122,0
21,299.2,1442,46.5,11,0
899,296.5,1432,49.2,64,0
207,297.6,1924,20.6,37,0
458,297.8,1479,43.5,143,0
2430,299.6,1540,36.7,221,0
8442,303.3,1630,32.5,2,0
3389,297.7,1501,41.4,201,0
3911,302.2,1567,36.4,100,0
5383,301.4,1492,41.4,195,0
552,299.2,1542,39.2,179,0
3144,299.2,1507,41.3,158,0
6917,297.4,1441,46.8,116,0
2056,300.0,1393,51.2,190,0
1925,298.4,1474,52.7,95,0
634,298.3,1403,45.1,138,0
6082,300.1,1748,26.6,42,0
9269,300.6,1455,40.6,82,0
9677,299.7,1422,40.4,140,0
105,299.5,1476,47.8,223,0
3041,300.0,1714,28.7,55,0
1709,303.6,1689,33.1,16,0
89,300.3,1548,32.2,25,0
7014,300.2,1568,41.0,32,0
3174,298.8,1483,45.4,192,0
917,301.5,1596,35.4,150,0
7833,298.3,1454,49.0,166,0
6732,300.9,1801,24.6,100,0
1949,302.3,1723,26.3,213,0
6368,303.8,1365,59.9,205,1
1,303.6,1421,44.8,101,1
8032,300.2,1479,47.0,22,0
6047,297.9,1472,45.1,70,0
2720,297.8,1700,31.3,200,0
9811,302.3,1465,43.5,117,0
3117,297.0,1583,37.2,189,0
9464,299.9,1484,42.1,182,0
3762,300.3,1539,32.3,123,0
213,298.8,1466,44.6,66,0
778,297.2,1444,41.1,56,0
3496,300.3,1450,55.0,135,0
8816,300.5,1536,36.2,12,0
2043,300.4,1544,36.3,21,0
5420,300.4,1390,52.5,144,0
6154,298.4,1604,34.9,11,0
8357,298.7,1654,34.3,136,0
8706,300.2,1478,38.1,45,0
8465,298.4,1499,40.0,211,0
4167,298.4,1385,43.2,119,0
3788,297.8,1488,41.9,196,0
583,300.1,1353,58.7,86,0
9910,298.7,1750,25.8,72,0
9985,303.7,1460,49.8,2,0
116,300.4,1608,35.1,114,0
6644,302.3,1366,48.4,130,1
9032,299.3,1365,53.9,171,0
9950,299.0,1690,30.7,244,0
9805,302.1,1355,45.1,6,1
1763,298.8,1439,39.2,104,0
1875,301.0,1563,34.4,124,0
3224,303.0,1480,41.4,125,0
526,300.1,1404,54.8,29,0
7725,300.5,1540,46.7,206,0
2946,295.7,1464,46.2,92,0
4473,299.4,1681,30.8,171,0
5655,300.3,1552,38.9,23,0
6059,302.3,1587,36.6,20,0
959,297.5,1472,44.9,198,0
6342,304.0,1397,42.4,113,0
3633,297.7,1515,40.1,82,0
1050,301.0,1455,46.1,103,0
3380,299.9,1363,60.9,57,0
3676,303.9,1526,40.7,164,0
5776,300.5,1447,46.5,137,0
9044,300.1,1729,29.3,71,0
6573,299.8,1564,40.0,172,0
5179,301.9,1892,21.8,177,0
1607,300.8,1686,26.9,128,0
3610,300.9,1601,34.0,181,0
9757,296.9,1626,29.9,177,0
6635,304.1,1382,46.7,134,0
9996,304.0,1416,46.0,128,0
791,297.1,1365,54.0,174,0
3056,301.2,1433,49.3,206,0
1980,298.7,1410,45.6,47,0
3598,302.6,1638,35.1,17,0
933,297.6,1376,59.9,74,0
7424,300.6,1438,53.8,103,0
5626,300.3,1532,40.2,194,0
1682,300.0,1384,46.1,7,0
4179,295.6,1389,46.2,113,0
6446,300.0,1496,38.8,27,0
4116,298.8,1331,62.8,81,0
988,302.3,1630,35.6,183,0
2896,304.1,1470,39.9,70,0
3778,303.5,1420,49.1,42,0
5658,302.2,1553,34.1,89,0
3093,298.9,1469,53.2,189,0
3155,298.9,1357,54.5,121,0
1823,302.6,1519,38.1,178,0
9621,301.7,1424,50.2,54,0
1098,302.5,1427,46.8,179,0
2844,300.5,1465,41.6,217,0
3342,299.8,1498,38.1,176,0
38,302.3,1535,41.8,77,0
6540,298.1,1331,63.0,13,0
9443,300.5,1521,45.1,86,0
3356,300.5,1760,30.6,213,0
7813,300.5,1370,55.9,143,0
8220,300.1,1400,48.5,205,0
9226,304.2,1684,29.8,156,0
2428,300.5,1444,49.3,92,0
5043,298.0,1548,45.8,111,0
5346,299.5,1422,49.2,179,0
4811,298.6,1390,50.3,196,0
8476,297.8,1374,47.1,150,0
686,300.8,1311,55.8,118,0
4799,302.6,1953,22.4,180,0
7437,298.5,1570,40.1,131,0
2353,300.5,1580,37.0,181,0
6353,300.5,2074,18.9,9,0
4569,300.7,1696,27.5,73,0
8213,296.9,1435,45.0,119,0
2752,298.9,1363,50.6,115,0
8073,296.8,1418,47.9,127,0
1040,298.7,1481,41.5,83,0
7491,300.8,1560,31.8,21,0
1265,300.7,1390,48.5,7,0
9264,301.3,1269,56.8,195,1
7059,300.0,1463,45.7,11,0
277,298.0,1544,34.7,213,0
5084,298.6,1496,37.7,134,0
2382,298.1,1530,42.0,184,0
571,299.6,1679,31.2,120,0
1435,298.5,1517,40.2,45,0
5352,298.2,1780,27.9,35,0
5445,302.1,1459,47.6,93,0
1007,300.7,1569,36.4,20,0
4543,298.1,1378,53.5,65,0
9766,298.0,1406,40.9,77,0
2064,300.0,1504,37.9,58,0
1136,302.6,1438,51.0,106,0
5343,300.3,1570,34.0,31,0
294,300.9,1811,23.2,72,0
2403,297.6,1360,48.6,77,0
3998,298.3,1562,37.6,137,0
3741,298.8,1486,41.1,13,0
9221,301.5,2055,16.8,105,0
2719,302.4,1831,26.9,121,0
9198,299.1,1602,39.7,144,0
5150,300.5,1351,53.5,78,0
2808,301.9,1424,42.8,140,0
556,303.7,1461,50.1,31,0
9469,301.5,1549,38.5,81,0
4795,299.0,1516,35.3,102,0
2469,301.2,1548,38.6,59,0
3738,299.1,1533,42.4,48,0
4286,303.5,1503,36.5,191,0
2604,297.4,1627,34.3,166,0
362,303.8,1366,45.1,143,0
6924,299.7,1675,31.3,129,0
1704,302.6,1427,38.9,213,0
2139,301.3,1390,45.8,63,0
3239,297.5,1459,49.7,201,0
2383,303.4,1424,50.8,128,0
7314,297.6,2384,14.4,171,0
4311,298.7,1868,23.8,118,0
1312,300.7,1407,40.5,87,0
3930,299.1,1695,29.6,8,0
6183,302.5,1487,46.1,175,0
1591,298.1,1393,43.1,65,0
9386,300.2,1671,28.8,149,0
2162,297.5,1380,53.5,192,0
2396,302.2,1357,44.2,142,0
317,301.4,1786,26.1,123,0
5233,299.8,1463,43.5,156,0
5068,302.5,1456,46.3,208,0
4036,300.5,1691,27.6,67,0
3020,296.8,1843,24.2,212,0
8228,301.3,1560,38.5,52,0
5295,298.0,1565,33.9,40,0
3972,299.7,1592,34.2,8,0
5370,300.4,1549,38.9,150,0
4133,297.9,1681,31.7,94,0
974,298.6,1704,28.3,64,0
7291,300.3,1593,38.1,140,0
954,299.1,1594,33.3,147,0
9305,298.8,1500,37.1,210,0
5016,296.5,1481,38.2,160,0
9729,302.5,1605,36.0,69,0
7490,300.6,1468,40.4,55,0
1640,298.3,1553,41.0,52,0
1290,298.8,1510,38.7,66,0
1380,302.3,1574,42.8,215,0
1933,300.6,1501,44.8,226,0
4675,300.6,1490,42.2,3,0
892,298.8,1803,25.4,209,0
7287,298.1,1482,37.9,17,0
4876,302.4,1451,42.0,110,0
7906,299.7,1445,42.6,0,0
8194,299.8,2256,15.9,201,0
9378,303.4,1363,45.5,26,0
2466,298.6,1404,43.3,33,0
7657,299.3,1536,38.9,94,0
1913,297.5,1417,49.8,177,0
2736,298.5,1440,43.6,5,0
726,300.4,1936,23.9,131,0
7214,297.6,1623,33.1,224,0
8245,303.7,1543,38.3,61,0
1796,301.4,1611,41.5,11,0
3845,300.6,1462,41.3,68,0
6402,300.4,1513,40.0,51,0
936,299.8,1562,35.7,170,0
2265,297.3,1520,42.4,171,0
824,302.9,1729,23.6,96,0
7274,300.8,1564,36.2,31,0
1389,301.3,1662,31.0,37,0
3564,303.6,1699,27.9,160,0
5429,296.7,1661,34.2,109,0
7827,298.2,1466,42.4,164,0
5690,300.3,1452,41.5,172,0
7878,298.8,1398,51.5,0,0
1868,297.9,1503,40.7,124,0
8202,298.4,1576,38.8,167,0
7486,303.2,1324,54.2,228,1
806,302.5,1545,40.1,165,0
4805,300.8,1669,28.4,79,0
9712,302.8,1487,36.6,84,0
7511,300.6,1479,35.6,150,0
8056,298.9,1679,35.8,14,0
4494,301.7,1311,55.8,39,0
2632,299.5,1941,22.5,18,0
8899,302.0,1657,31.9,37,0
8623,299.1,1601,31.4,121,0
7832,299.0,1940,19.9,98,0
4388,298.0,1757,29.1,71,0
145,301.0,1359,53.4,180,0
6467,300.9,1504,46.4,129,0
2033,297.9,1530,40.9,42,0
9126,301.9,1441,43.7,0,0
1165,298.8,1463,40.0,90,0
2050,298.2,1457,49.0,77,0
3760,301.4,1464,37.4,74,0
4435,300.0,1542,47.1,25,0
3430,300.2,1704,29.4,221,0
8190,299.3,1325,62.0,47,0
8752,300.3,1381,65.2,136,1
7069,299.3,1314,48.2,65,0
4361,298.0,1348,58.8,202,1
1771,300.9,1499,38.0,111,0
3511,299.6,1378,51.9,162,0
271,297.3,1545,34.3,74,0
8436,299.3,1459,35.6,87,0
2032,298.7,1343,53.6,134,0
9663,302.7,1538,36.7,74,0
3810,304.0,1519,36.7,117,0
4346,300.9,1517,44.3,4,0
545,298.0,1682,33.0,58,0
3241,299.2,1314,52.5,193,0
8502,300.6,1478,36.3,95,0
9917,299.8,1707,29.1,94,0
7564,299.8,1772,24.8,113,0
920,299.3,1508,35.0,70,0
9117,301.0,1664,28.4,168,0
6640,300.7,1469,46.4,75,0
7694,300.0,1418,47.3,60,0
8230,298.5,1676,32.7,18,0
7126,296.5,1565,43.5,194,0
4278,298.3,1326,58.4,90,0
2983,301.2,1597,37.9,164,0
130,301.0,1614,31.6,84,0
7980,298.0,1507,37.3,217,0
2667,297.8,1871,25.6,200,1
7138,303.2,1393,52.9,12,0
3223,302.1,1596,37.1,43,0
7693,297.7,1681,28.3,116,0
5392,297.6,1822,25.4,202,0
614,298.8,1573,41.8,91,0
9901,301.0,1553,35.8,26,0
1466,299.0,1577,40.0,181,0
4497,298.5,1572,33.0,127,0
3042,301.7,1417,45.2,185,0
2419,299.2,1350,51.3,96,0
5085,298.8,1537,39.9,190,0
3294,299.4,1492,40.5,181,0
6737,300.9,1616,33.5,25,0
1500,297.3,1466,38.4,27,0
1521,295.5,1326,50.8,18,0
9116,297.2,1833,25.2,117,0
4232,300.3,1677,30.1,130,0
7686,302.3,1786,24.3,81,0
4430,301.5,1350,54.9,153,0
390,301.7,1861,21.8,84,0
9857,300.6,1532,38.7,16,0
7124,301.9,1448,46.3,14,0
5913,298.7,1555,32.6,197,0
8592,296.9,1521,37.9,27,0
4806,301.4,1469,36.9,133,0
8953,298.2,1332,60.2,147,0
8238,296.3,1534,33.8,151,0
8044,297.5,1803,24.7,98,0
9781,300.5,1881,25.5,98,0
3993,298.9,1470,45.9,109,0
9550,300.9,1851,23.0,156,0
6609,303.5,1428,46.2,139,0
5319,301.2,1357,54.5,49,0
7119,297.4,1620,31.2,143,0
2421,298.8,1490,38.6,127,0
5604,299.4,1514,36.1,169,0
1750,297.4,1423,38.0,154,0
9014,300.9,1427,47.0,65,0
9717,301.6,1559,40.2,191,0
338,301.0,1420,47.4,167,0
8407,300.9,2003,20.2,138,0
1341,299.6,1512,44.0,79,0
9543,302.4,1398,50.1,188,0
7982,300.5,1432,43.1,16,0
3640,303.3,1649,29.4,49,0
329,303.5,1927,21.9,195,0
8827,301.9,1522,35.6,63,0
3004,303.9,1526,42.5,194,0
6960,303.5,1390,47.3,164,0
4090,299.0,1868,24.0,221,0
2322,298.3,1521,37.1,84,0
6667,300.3,1368,46.0,171,0
7009,303.0,1359,44.2,115,1
4197,301.1,1519,39.6,167,0
3549,298.4,1495,46.0,203,0
8363,297.1,1427,45.2,136,0
4203,301.2,1409,50.9,66,0
9309,300.5,1621,32.0,184,0
8935,299.0,1416,45.9,47,0
6185,301.1,1470,40.6,159,0
1639,296.2,1516,37.6,25,0
60,297.3,1339,52.1,36,0
1240,298.0,1611,30.6,195,0
5760,301.4,1623,32.3,39,0
5136,296.9,1354,44.4,16,0
2343,302.7,1501,48.7,4,0
2120,298.0,1716,26.6,9,0
1524,297.5,1528,39.9,160,0
7617,299.1,1429,42.9,96,0
153,298.5,1482,42.1,15,0
481,298.2,1433,39.5,7,0
6122,300.3,1447,46.5,28,0
7674,300.2,1685,31.0,193,0
7101,299.3,1384,53.6,218,1
1762,300.4,1547,50.7,131,0
7715,298.2,1524,34.6,161,0
9080,297.5,1471,52.3,152,0
7479,298.0,1494,42.6,96,0
6212,301.3,1494,35.3,54,0
4853,302.9,1629,30.4,74,0
2711,301.4,1639,29.8,127,0
6766,297.8,1880,23.0,176,0
4150,298.6,1449,46.5,26,0
1333,297.6,1416,45.9,101,0
8378,299.7,1458,43.4,28,0
9388,302.4,1590,39.9,58,0
9706,299.2,1477,44.0,19,0
9120,301.5,1466,47.3,77,0
3850,298.9,1679,28.7,181,0
8340,297.4,1564,35.0,105,0
4124,299.7,1326,64.8,71,0
8962,301.5,1486,39.6,144,0
4788,302.6,1386,45.8,38,0
2866,299.5,1902,24.0,151,0
1386,302.6,1461,45.4,0,0
5941,298.1,1488,39.4,157,0
3067,299.4,1512,43.2,47,0
9057,299.0,1622,31.9,42,0
3629,303.4,1491,38.2,26,0
9454,298.0,1664,28.3,196,0
8948,301.6,1786,27.1,35,0
3028,298.9,1632,31.8,17,0
2969,302.7,1954,24.8,13,0
8646,299.0,1507,37.5,134,0
6136,298.8,1678,32.8,4,0
8801,297.2,1431,49.7,210,1
4263,301.1,1592,35.7,174,0
645,299.8,1429,42.6,127,0
9652,303.7,1404,46.6,119,0
2074,300.6,1694,31.1,187,0
341,299.1,1332,48.0,148,0
8041,301.6,1408,44.4,106,0
1622,302.4,1564,35.0,122,0
7141,299.1,1892,25.2,34,0
5796,300.8,1430,54.4,85,0
7184,295.5,1453,47.3,9,0
8232,297.3,1456,54.2,179,0
5475,303.8,1596,36.6,134,0
9251,300.0,1694,28.7,94,0
74,300.7,1421,49.8,165,0
8633,303.5,1607,38.4,92,0
9228,303.0,1341,51.0,174,1
2051,301.9,1551,34.6,211,0
2541,298.7,1449,42.3,182,0
1301,304.2,1490,44.0,41,0
5877,300.2,1466,45.7,41,0
7368,300.6,1652,27.2,52,0
1304,300.7,1412,45.3,155,0
8428,302.4,1255,59.0,138,0
9145,298.0,1254,55.8,65,0
2599,297.5,1553,42.4,60,0
2573,300.2,1627,33.7,147,0
3186,297.4,1604,32.8,85,0
2768,299.3,1406,47.4,3,0
4831,298.7,1572,35.6,202,0
4223,302.7,1642,30.8,195,0
9648,302.6,1359,57.2,67,1
2106,296.8,1588,37.6,126,0
2679,301.1,1583,40.7,2,0
1387,300.5,1375,43.2,108,0
8930,298.6,1344,59.4,200,0
9658,297.7,1668,37.8,5,0
7083,298.9,1530,38.3,23,0
1279,300.8,1444,46.0,180,0
804,303.7,1316,59.3,137,0
1555,300.8,1382,49.3,177,0
9485,300.2,1429,43.8,54,0
4566,302.2,1873,24.0,99,0
9668,296.7,1743,27.9,55,0
4841,304.3,1416,48.1,167,0
3594,297.4,1478,46.2,95,0
6035,303.3,1958,21.5,0,0
6852,298.7,1519,38.1,198,0
8705,296.6,1436,42.8,156,0
4177,298.8,1336,50.3,44,0
1308,301.4,1680,31.4,185,0
3452,297.4,1390,47.7,156,0
3695,299.8,1485,39.9,207,0
4242,297.5,1327,56.5,189,0
2198,303.6,1616,29.3,226,0
4425,300.6,1532,42.5,130,0
6150,299.9,1747,27.6,177,0
943,297.7,1874,24.4,28,0
822,297.5,1312,50.3,159,0
5005,301.8,1547,41.7,72,0
6612,301.0,2047,17.9,178,0
8356,298.1,1556,31.6,145,0
5619,301.2,1643,32.9,171,0
4547,298.7,1181,65.9,203,1
2538,300.3,1391,57.9,204,0
5207,304.2,1627,32.2,91,0
9513,301.1,1608,32.9,119,0
9008,297.5,1360,50.7,190,0
3054,301.9,1384,47.4,121,0
3675,299.6,1642,30.3,80,0
7776,300.2,1255,71.8,149,1
